,depth,count,x_min,y_min,x_max,y_max
40,4,24,51.306749999999994,64.13343749999999,55.58231249999999,68.40899999999999
41,4,26,55.58231249999999,59.85787499999999,59.85787499999999,64.13343749999999
42,4,19,59.85787499999999,51.306749999999994,64.13343749999999,55.58231249999999
43,4,30,64.13343749999999,55.58231249999999,68.40899999999999,59.85787499999999
44,4,35,59.85787499999999,55.58231249999999,64.13343749999999,59.85787499999999
45,4,27,64.13343749999999,51.306749999999994,68.40899999999999,55.58231249999999
46,4,6,34.204499999999996,51.306749999999994,38.480062499999995,55.58231249999999
47,4,10,38.480062499999995,55.58231249999999,42.755624999999995,59.85787499999999
48,4,5,34.204499999999996,55.58231249999999,38.480062499999995,59.85787499999999
49,4,7,38.480062499999995,51.306749999999994,42.755624999999995,55.58231249999999
50,4,9,42.755624999999995,59.85787499999999,47.031187499999994,64.13343749999999
51,4,15,47.031187499999994,64.13343749999999,51.306749999999994,68.40899999999999
52,4,7,42.755624999999995,64.13343749999999,47.031187499999994,68.40899999999999
53,4,23,47.031187499999994,59.85787499999999,51.306749999999994,64.13343749999999
54,4,4,34.204499999999996,59.85787499999999,38.480062499999995,64.13343749999999
55,4,11,38.480062499999995,64.13343749999999,42.755624999999995,68.40899999999999
56,4,10,34.204499999999996,64.13343749999999,38.480062499999995,68.40899999999999
57,4,2,38.480062499999995,59.85787499999999,42.755624999999995,64.13343749999999
58,4,3,42.755624999999995,51.306749999999994,47.031187499999994,55.58231249999999
59,4,7,47.031187499999994,55.58231249999999,51.306749999999994,59.85787499999999
60,4,12,42.755624999999995,55.58231249999999,47.031187499999994,59.85787499999999
61,4,9,47.031187499999994,51.306749999999994,51.306749999999994,55.58231249999999
62,4,10,51.306749999999994,34.204499999999996,55.58231249999999,38.480062499999995
63,4,4,55.58231249999999,38.480062499999995,59.85787499999999,42.755624999999995
64,4,7,51.306749999999994,38.480062499999995,55.58231249999999,42.755624999999995
65,4,5,55.58231249999999,34.204499999999996,59.85787499999999,38.480062499999995
66,4,15,59.85787499999999,42.755624999999995,64.13343749999999,47.031187499999994
67,4,12,64.13343749999999,47.031187499999994,68.40899999999999,51.306749999999994
68,4,20,59.85787499999999,47.031187499999994,64.13343749999999,51.306749999999994
69,4,12,64.13343749999999,42.755624999999995,68.40899999999999,47.031187499999994
70,4,11,51.306749999999994,42.755624999999995,55.58231249999999,47.031187499999994
71,4,8,55.58231249999999,47.031187499999994,59.85787499999999,51.306749999999994
72,4,11,51.306749999999994,47.031187499999994,55.58231249999999,51.306749999999994
73,4,13,55.58231249999999,42.755624999999995,59.85787499999999,47.031187499999994
74,4,5,59.85787499999999,34.204499999999996,64.13343749999999,38.480062499999995
75,4,15,64.13343749999999,38.480062499999995,68.40899999999999,42.755624999999995
76,4,9,59.85787499999999,38.480062499999995,64.13343749999999,42.755624999999995
77,4,11,64.13343749999999,34.204499999999996,68.40899999999999,38.480062499999995
78,4,1,4.2755624999999995,38.480062499999995,8.551124999999999,42.755624999999995
79,4,2,12.826687499999998,47.031187499999994,17.102249999999998,51.306749999999994
80,4,1,8.551124999999999,47.031187499999994,12.826687499999998,51.306749999999994
81,4,1,0.0,42.755624999999995,4.2755624999999995,47.031187499999994
82,4,1,0.0,47.031187499999994,4.2755624999999995,51.306749999999994
83,4,1,4.2755624999999995,42.755624999999995,8.551124999999999,47.031187499999994
84,4,1,8.551124999999999,34.204499999999996,12.826687499999998,38.480062499999995
85,4,3,12.826687499999998,38.480062499999995,17.102249999999998,42.755624999999995
86,4,4,12.826687499999998,34.204499999999996,17.102249999999998,38.480062499999995
87,4,2,17.102249999999998,51.306749999999994,21.377812499999997,55.58231249999999
88,4,3,21.377812499999997,55.58231249999999,25.653374999999997,59.85787499999999
89,4,3,17.102249999999998,55.58231249999999,21.377812499999997,59.85787499999999
90,4,5,21.377812499999997,51.306749999999994,25.653374999999997,55.58231249999999
91,4,6,25.653374999999997,59.85787499999999,29.928937499999996,64.13343749999999
92,4,14,29.928937499999996,64.13343749999999,34.204499999999996,68.40899999999999
93,4,7,25.653374999999997,64.13343749999999,29.928937499999996,68.40899999999999
94,4,4,29.928937499999996,59.85787499999999,34.204499999999996,64.13343749999999
95,4,4,17.102249999999998,59.85787499999999,21.377812499999997,64.13343749999999
96,4,3,21.377812499999997,64.13343749999999,25.653374999999997,68.40899999999999
97,4,3,17.102249999999998,64.13343749999999,21.377812499999997,68.40899999999999
98,4,4,21.377812499999997,59.85787499999999,25.653374999999997,64.13343749999999
99,4,5,25.653374999999997,51.306749999999994,29.928937499999996,55.58231249999999
100,4,5,29.928937499999996,55.58231249999999,34.204499999999996,59.85787499999999
101,4,5,25.653374999999997,55.58231249999999,29.928937499999996,59.85787499999999
102,4,2,29.928937499999996,51.306749999999994,34.204499999999996,55.58231249999999
103,4,4,8.551124999999999,59.85787499999999,12.826687499999998,64.13343749999999
104,4,1,12.826687499999998,64.13343749999999,17.102249999999998,68.40899999999999
105,4,1,8.551124999999999,64.13343749999999,12.826687499999998,68.40899999999999
106,4,3,12.826687499999998,59.85787499999999,17.102249999999998,64.13343749999999
107,4,1,0.0,59.85787499999999,4.2755624999999995,64.13343749999999
108,4,1,0.0,64.13343749999999,4.2755624999999995,68.40899999999999
109,4,2,4.2755624999999995,59.85787499999999,8.551124999999999,64.13343749999999
110,4,1,12.826687499999998,55.58231249999999,17.102249999999998,59.85787499999999
111,4,3,8.551124999999999,55.58231249999999,12.826687499999998,59.85787499999999
112,4,1,17.102249999999998,34.204499999999996,21.377812499999997,38.480062499999995
113,4,3,21.377812499999997,38.480062499999995,25.653374999999997,42.755624999999995
114,4,3,21.377812499999997,34.204499999999996,25.653374999999997,38.480062499999995
115,4,2,25.653374999999997,42.755624999999995,29.928937499999996,47.031187499999994
116,4,5,29.928937499999996,47.031187499999994,34.204499999999996,51.306749999999994
117,4,4,25.653374999999997,47.031187499999994,29.928937499999996,51.306749999999994
118,4,2,17.102249999999998,42.755624999999995,21.377812499999997,47.031187499999994
119,4,5,21.377812499999997,47.031187499999994,25.653374999999997,51.306749999999994
120,4,3,21.377812499999997,42.755624999999995,25.653374999999997,47.031187499999994
121,4,2,25.653374999999997,34.204499999999996,29.928937499999996,38.480062499999995
122,4,1,29.928937499999996,38.480062499999995,34.204499999999996,42.755624999999995
123,4,3,25.653374999999997,38.480062499999995,29.928937499999996,42.755624999999995
124,4,1,29.928937499999996,34.204499999999996,34.204499999999996,38.480062499999995
125,4,2,38.480062499999995,4.2755624999999995,42.755624999999995,8.551124999999999
126,4,1,34.204499999999996,4.2755624999999995,38.480062499999995,8.551124999999999
127,4,1,42.755624999999995,8.551124999999999,47.031187499999994,12.826687499999998
128,4,2,42.755624999999995,12.826687499999998,47.031187499999994,17.102249999999998
129,4,1,47.031187499999994,8.551124999999999,51.306749999999994,12.826687499999998
130,4,1,34.204499999999996,8.551124999999999,38.480062499999995,12.826687499999998
131,4,1,38.480062499999995,8.551124999999999,42.755624999999995,12.826687499999998
132,4,3,42.755624999999995,4.2755624999999995,47.031187499999994,8.551124999999999
133,4,3,51.306749999999994,17.102249999999998,55.58231249999999,21.377812499999997
134,4,2,55.58231249999999,21.377812499999997,59.85787499999999,25.653374999999997
135,4,2,55.58231249999999,17.102249999999998,59.85787499999999,21.377812499999997
136,4,5,59.85787499999999,25.653374999999997,64.13343749999999,29.928937499999996
137,4,5,64.13343749999999,29.928937499999996,68.40899999999999,34.204499999999996
138,4,5,59.85787499999999,29.928937499999996,64.13343749999999,34.204499999999996
139,4,9,64.13343749999999,25.653374999999997,68.40899999999999,29.928937499999996
140,4,1,51.306749999999994,25.653374999999997,55.58231249999999,29.928937499999996
141,4,4,55.58231249999999,29.928937499999996,59.85787499999999,34.204499999999996
142,4,7,51.306749999999994,29.928937499999996,55.58231249999999,34.204499999999996
143,4,4,55.58231249999999,25.653374999999997,59.85787499999999,29.928937499999996
144,4,4,59.85787499999999,17.102249999999998,64.13343749999999,21.377812499999997
145,4,3,64.13343749999999,21.377812499999997,68.40899999999999,25.653374999999997
146,4,3,59.85787499999999,21.377812499999997,64.13343749999999,25.653374999999997
147,4,3,64.13343749999999,17.102249999999998,68.40899999999999,21.377812499999997
148,4,1,34.204499999999996,17.102249999999998,38.480062499999995,21.377812499999997
149,4,5,38.480062499999995,21.377812499999997,42.755624999999995,25.653374999999997
150,4,3,34.204499999999996,21.377812499999997,38.480062499999995,25.653374999999997
151,4,1,38.480062499999995,17.102249999999998,42.755624999999995,21.377812499999997
152,4,7,42.755624999999995,25.653374999999997,47.031187499999994,29.928937499999996
153,4,5,47.031187499999994,29.928937499999996,51.306749999999994,34.204499999999996
154,4,8,42.755624999999995,29.928937499999996,47.031187499999994,34.204499999999996
155,4,4,47.031187499999994,25.653374999999997,51.306749999999994,29.928937499999996
156,4,1,34.204499999999996,25.653374999999997,38.480062499999995,29.928937499999996
157,4,1,38.480062499999995,29.928937499999996,42.755624999999995,34.204499999999996
158,4,3,34.204499999999996,29.928937499999996,38.480062499999995,34.204499999999996
159,4,5,38.480062499999995,25.653374999999997,42.755624999999995,29.928937499999996
160,4,2,42.755624999999995,17.102249999999998,47.031187499999994,21.377812499999997
161,4,6,47.031187499999994,21.377812499999997,51.306749999999994,25.653374999999997
162,4,2,42.755624999999995,21.377812499999997,47.031187499999994,25.653374999999997
163,4,1,47.031187499999994,17.102249999999998,51.306749999999994,21.377812499999997
164,4,1,51.306749999999994,0.0,55.58231249999999,4.2755624999999995
165,4,1,55.58231249999999,4.2755624999999995,59.85787499999999,8.551124999999999
166,4,2,51.306749999999994,4.2755624999999995,55.58231249999999,8.551124999999999
167,4,1,55.58231249999999,0.0,59.85787499999999,4.2755624999999995
168,4,3,59.85787499999999,8.551124999999999,64.13343749999999,12.826687499999998
169,4,4,64.13343749999999,12.826687499999998,68.40899999999999,17.102249999999998
170,4,5,59.85787499999999,12.826687499999998,64.13343749999999,17.102249999999998
171,4,1,64.13343749999999,8.551124999999999,68.40899999999999,12.826687499999998
172,4,3,51.306749999999994,8.551124999999999,55.58231249999999,12.826687499999998
173,4,2,55.58231249999999,12.826687499999998,59.85787499999999,17.102249999999998
174,4,4,51.306749999999994,12.826687499999998,55.58231249999999,17.102249999999998
175,4,2,55.58231249999999,8.551124999999999,59.85787499999999,12.826687499999998
176,4,1,64.13343749999999,4.2755624999999995,68.40899999999999,8.551124999999999
177,4,2,59.85787499999999,4.2755624999999995,64.13343749999999,8.551124999999999
178,4,1,4.2755624999999995,72.6845625,8.551124999999999,76.96012499999999
179,4,2,8.551124999999999,76.96012499999999,12.826687499999998,81.23568749999998
180,4,2,12.826687499999998,76.96012499999999,17.102249999999998,81.23568749999998
181,4,2,0.0,76.96012499999999,4.2755624999999995,81.23568749999998
182,4,1,4.2755624999999995,81.23568749999998,8.551124999999999,85.51124999999999
183,4,1,0.0,81.23568749999998,4.2755624999999995,85.51124999999999
184,4,1,8.551124999999999,68.40899999999999,12.826687499999998,72.6845625
185,4,2,12.826687499999998,72.6845625,17.102249999999998,76.96012499999999
186,4,1,8.551124999999999,72.6845625,12.826687499999998,76.96012499999999
187,4,3,17.102249999999998,85.51124999999999,21.377812499999997,89.7868125
188,4,1,21.377812499999997,89.7868125,25.653374999999997,94.06237499999999
189,4,3,17.102249999999998,89.7868125,21.377812499999997,94.06237499999999
190,4,5,21.377812499999997,85.51124999999999,25.653374999999997,89.7868125
191,4,2,25.653374999999997,94.06237499999999,29.928937499999996,98.33793749999998
192,4,1,29.928937499999996,98.33793749999998,34.204499999999996,102.61349999999999
193,4,3,25.653374999999997,98.33793749999998,29.928937499999996,102.61349999999999
194,4,4,29.928937499999996,94.06237499999999,34.204499999999996,98.33793749999998
195,4,2,17.102249999999998,94.06237499999999,21.377812499999997,98.33793749999998
196,4,2,17.102249999999998,98.33793749999998,21.377812499999997,102.61349999999999
197,4,2,21.377812499999997,94.06237499999999,25.653374999999997,98.33793749999998
198,4,5,25.653374999999997,85.51124999999999,29.928937499999996,89.7868125
199,4,2,29.928937499999996,89.7868125,34.204499999999996,94.06237499999999
200,4,1,25.653374999999997,89.7868125,29.928937499999996,94.06237499999999
201,4,1,29.928937499999996,85.51124999999999,34.204499999999996,89.7868125
202,4,1,4.2755624999999995,85.51124999999999,8.551124999999999,89.7868125
203,4,2,12.826687499999998,98.33793749999998,17.102249999999998,102.61349999999999
204,4,1,8.551124999999999,98.33793749999998,12.826687499999998,102.61349999999999
205,4,2,12.826687499999998,94.06237499999999,17.102249999999998,98.33793749999998
206,4,1,4.2755624999999995,94.06237499999999,8.551124999999999,98.33793749999998
207,4,3,17.102249999999998,68.40899999999999,21.377812499999997,72.6845625
208,4,6,21.377812499999997,72.6845625,25.653374999999997,76.96012499999999
209,4,1,17.102249999999998,72.6845625,21.377812499999997,76.96012499999999
210,4,4,21.377812499999997,68.40899999999999,25.653374999999997,72.6845625
211,4,2,25.653374999999997,76.96012499999999,29.928937499999996,81.23568749999998
212,4,5,29.928937499999996,81.23568749999998,34.204499999999996,85.51124999999999
213,4,3,25.653374999999997,81.23568749999998,29.928937499999996,85.51124999999999
214,4,5,29.928937499999996,76.96012499999999,34.204499999999996,81.23568749999998
215,4,4,17.102249999999998,76.96012499999999,21.377812499999997,81.23568749999998
216,4,5,21.377812499999997,81.23568749999998,25.653374999999997,85.51124999999999
217,4,2,17.102249999999998,81.23568749999998,21.377812499999997,85.51124999999999
218,4,4,25.653374999999997,68.40899999999999,29.928937499999996,72.6845625
219,4,7,29.928937499999996,72.6845625,34.204499999999996,76.96012499999999
220,4,5,25.653374999999997,72.6845625,29.928937499999996,76.96012499999999
221,4,7,29.928937499999996,68.40899999999999,34.204499999999996,72.6845625
222,4,2,34.204499999999996,102.61349999999999,38.480062499999995,106.8890625
223,4,2,38.480062499999995,106.8890625,42.755624999999995,111.16462499999999
224,4,3,34.204499999999996,106.8890625,38.480062499999995,111.16462499999999
225,4,6,38.480062499999995,102.61349999999999,42.755624999999995,106.8890625
226,4,3,42.755624999999995,111.16462499999999,47.031187499999994,115.44018749999998
227,4,2,42.755624999999995,115.44018749999998,47.031187499999994,119.71574999999999
228,4,3,47.031187499999994,111.16462499999999,51.306749999999994,115.44018749999998
229,4,2,38.480062499999995,115.44018749999998,42.755624999999995,119.71574999999999
230,4,1,38.480062499999995,111.16462499999999,42.755624999999995,115.44018749999998
231,4,3,42.755624999999995,102.61349999999999,47.031187499999994,106.8890625
232,4,2,47.031187499999994,106.8890625,51.306749999999994,111.16462499999999
233,4,2,42.755624999999995,106.8890625,47.031187499999994,111.16462499999999
234,4,6,47.031187499999994,102.61349999999999,51.306749999999994,106.8890625
235,4,5,51.306749999999994,119.71574999999999,55.58231249999999,123.99131249999998
236,4,1,55.58231249999999,123.99131249999998,59.85787499999999,128.26687499999997
237,4,1,51.306749999999994,123.99131249999998,55.58231249999999,128.26687499999997
238,4,1,55.58231249999999,119.71574999999999,59.85787499999999,123.99131249999998
239,4,1,59.85787499999999,132.54243749999998,64.13343749999999,136.81799999999998
240,4,1,51.306749999999994,128.26687499999997,55.58231249999999,132.54243749999998
241,4,2,55.58231249999999,128.26687499999997,59.85787499999999,132.54243749999998
242,4,4,59.85787499999999,123.99131249999998,64.13343749999999,128.26687499999997
243,4,3,64.13343749999999,119.71574999999999,68.40899999999999,123.99131249999998
244,4,1,34.204499999999996,119.71574999999999,38.480062499999995,123.99131249999998
245,4,1,38.480062499999995,123.99131249999998,42.755624999999995,128.26687499999997
246,4,1,42.755624999999995,128.26687499999997,47.031187499999994,132.54243749999998
247,4,1,47.031187499999994,128.26687499999997,51.306749999999994,132.54243749999998
248,4,1,38.480062499999995,128.26687499999997,42.755624999999995,132.54243749999998
249,4,1,42.755624999999995,123.99131249999998,47.031187499999994,128.26687499999997
250,4,1,47.031187499999994,119.71574999999999,51.306749999999994,123.99131249999998
251,4,6,51.306749999999994,102.61349999999999,55.58231249999999,106.8890625
252,4,8,55.58231249999999,106.8890625,59.85787499999999,111.16462499999999
253,4,3,51.306749999999994,106.8890625,55.58231249999999,111.16462499999999
254,4,6,55.58231249999999,102.61349999999999,59.85787499999999,106.8890625
255,4,5,59.85787499999999,111.16462499999999,64.13343749999999,115.44018749999998
256,4,2,64.13343749999999,115.44018749999998,68.40899999999999,119.71574999999999
257,4,4,59.85787499999999,115.44018749999998,64.13343749999999,119.71574999999999
258,4,4,64.13343749999999,111.16462499999999,68.40899999999999,115.44018749999998
259,4,2,51.306749999999994,111.16462499999999,55.58231249999999,115.44018749999998
260,4,1,51.306749999999994,115.44018749999998,55.58231249999999,119.71574999999999
261,4,6,55.58231249999999,111.16462499999999,59.85787499999999,115.44018749999998
262,4,5,59.85787499999999,102.61349999999999,64.13343749999999,106.8890625
263,4,1,64.13343749999999,106.8890625,68.40899999999999,111.16462499999999
264,4,5,59.85787499999999,106.8890625,64.13343749999999,111.16462499999999
265,4,5,64.13343749999999,102.61349999999999,68.40899999999999,106.8890625
266,4,2,8.551124999999999,102.61349999999999,12.826687499999998,106.8890625
267,4,1,12.826687499999998,106.8890625,17.102249999999998,111.16462499999999
268,4,1,25.653374999999997,119.71574999999999,29.928937499999996,123.99131249999998
269,4,2,21.377812499999997,106.8890625,25.653374999999997,111.16462499999999
270,4,3,21.377812499999997,102.61349999999999,25.653374999999997,106.8890625
271,4,2,25.653374999999997,111.16462499999999,29.928937499999996,115.44018749999998
272,4,2,29.928937499999996,115.44018749999998,34.204499999999996,119.71574999999999
273,4,1,25.653374999999997,115.44018749999998,29.928937499999996,119.71574999999999
274,4,1,29.928937499999996,111.16462499999999,34.204499999999996,115.44018749999998
275,4,1,17.102249999999998,111.16462499999999,21.377812499999997,115.44018749999998
276,4,1,21.377812499999997,115.44018749999998,25.653374999999997,119.71574999999999
277,4,1,21.377812499999997,111.16462499999999,25.653374999999997,115.44018749999998
278,4,4,29.928937499999996,106.8890625,34.204499999999996,111.16462499999999
279,4,4,25.653374999999997,106.8890625,29.928937499999996,111.16462499999999
280,4,3,29.928937499999996,102.61349999999999,34.204499999999996,106.8890625
281,4,6,34.204499999999996,68.40899999999999,38.480062499999995,72.6845625
282,4,4,38.480062499999995,72.6845625,42.755624999999995,76.96012499999999
283,4,7,34.204499999999996,72.6845625,38.480062499999995,76.96012499999999
284,4,9,38.480062499999995,68.40899999999999,42.755624999999995,72.6845625
285,4,16,42.755624999999995,76.96012499999999,47.031187499999994,81.23568749999998
286,4,8,47.031187499999994,81.23568749999998,51.306749999999994,85.51124999999999
287,4,8,42.755624999999995,81.23568749999998,47.031187499999994,85.51124999999999
288,4,17,47.031187499999994,76.96012499999999,51.306749999999994,81.23568749999998
289,4,7,34.204499999999996,76.96012499999999,38.480062499999995,81.23568749999998
290,4,7,38.480062499999995,81.23568749999998,42.755624999999995,85.51124999999999
291,4,1,34.204499999999996,81.23568749999998,38.480062499999995,85.51124999999999
292,4,6,38.480062499999995,76.96012499999999,42.755624999999995,81.23568749999998
293,4,18,42.755624999999995,68.40899999999999,47.031187499999994,72.6845625
294,4,17,47.031187499999994,72.6845625,51.306749999999994,76.96012499999999
295,4,11,42.755624999999995,72.6845625,47.031187499999994,76.96012499999999
296,4,23,47.031187499999994,68.40899999999999,51.306749999999994,72.6845625
297,4,8,51.306749999999994,85.51124999999999,55.58231249999999,89.7868125
298,4,11,55.58231249999999,89.7868125,59.85787499999999,94.06237499999999
299,4,5,51.306749999999994,89.7868125,55.58231249999999,94.06237499999999
300,4,11,55.58231249999999,85.51124999999999,59.85787499999999,89.7868125
301,4,5,59.85787499999999,94.06237499999999,64.13343749999999,98.33793749999998
302,4,9,64.13343749999999,98.33793749999998,68.40899999999999,102.61349999999999
303,4,5,59.85787499999999,98.33793749999998,64.13343749999999,102.61349999999999
304,4,12,64.13343749999999,94.06237499999999,68.40899999999999,98.33793749999998
305,4,11,51.306749999999994,94.06237499999999,55.58231249999999,98.33793749999998
306,4,5,55.58231249999999,98.33793749999998,59.85787499999999,102.61349999999999
307,4,7,51.306749999999994,98.33793749999998,55.58231249999999,102.61349999999999
308,4,12,55.58231249999999,94.06237499999999,59.85787499999999,98.33793749999998
309,4,11,59.85787499999999,85.51124999999999,64.13343749999999,89.7868125
310,4,18,64.13343749999999,89.7868125,68.40899999999999,94.06237499999999
311,4,12,59.85787499999999,89.7868125,64.13343749999999,94.06237499999999
312,4,26,64.13343749999999,85.51124999999999,68.40899999999999,89.7868125
313,4,6,34.204499999999996,85.51124999999999,38.480062499999995,89.7868125
314,4,7,38.480062499999995,89.7868125,42.755624999999995,94.06237499999999
315,4,2,34.204499999999996,89.7868125,38.480062499999995,94.06237499999999
316,4,8,38.480062499999995,85.51124999999999,42.755624999999995,89.7868125
317,4,8,42.755624999999995,94.06237499999999,47.031187499999994,98.33793749999998
318,4,3,47.031187499999994,98.33793749999998,51.306749999999994,102.61349999999999
319,4,7,42.755624999999995,98.33793749999998,47.031187499999994,102.61349999999999
320,4,4,47.031187499999994,94.06237499999999,51.306749999999994,98.33793749999998
321,4,4,34.204499999999996,94.06237499999999,38.480062499999995,98.33793749999998
322,4,6,38.480062499999995,98.33793749999998,42.755624999999995,102.61349999999999
323,4,4,38.480062499999995,94.06237499999999,42.755624999999995,98.33793749999998
324,4,8,42.755624999999995,85.51124999999999,47.031187499999994,89.7868125
325,4,7,47.031187499999994,89.7868125,51.306749999999994,94.06237499999999
326,4,9,42.755624999999995,89.7868125,47.031187499999994,94.06237499999999
327,4,10,47.031187499999994,85.51124999999999,51.306749999999994,89.7868125
328,4,23,51.306749999999994,68.40899999999999,55.58231249999999,72.6845625
329,4,22,55.58231249999999,72.6845625,59.85787499999999,76.96012499999999
330,4,20,51.306749999999994,72.6845625,55.58231249999999,76.96012499999999
331,4,35,55.58231249999999,68.40899999999999,59.85787499999999,72.6845625
332,4,25,59.85787499999999,76.96012499999999,64.13343749999999,81.23568749999998
333,4,18,64.13343749999999,81.23568749999998,68.40899999999999,85.51124999999999
334,4,15,59.85787499999999,81.23568749999998,64.13343749999999,85.51124999999999
335,4,31,64.13343749999999,76.96012499999999,68.40899999999999,81.23568749999998
336,4,20,51.306749999999994,76.96012499999999,55.58231249999999,81.23568749999998
337,4,22,55.58231249999999,81.23568749999998,59.85787499999999,85.51124999999999
338,4,15,51.306749999999994,81.23568749999998,55.58231249999999,85.51124999999999
339,4,21,55.58231249999999,76.96012499999999,59.85787499999999,81.23568749999998
340,4,49,59.85787499999999,68.40899999999999,64.13343749999999,72.6845625
341,4,48,64.13343749999999,72.6845625,68.40899999999999,76.96012499999999
342,4,33,59.85787499999999,72.6845625,64.13343749999999,76.96012499999999
343,4,96,64.13343749999999,68.40899999999999,68.40899999999999,72.6845625
344,4,2,72.6845625,4.2755624999999995,76.96012499999999,8.551124999999999
345,4,2,68.40899999999999,4.2755624999999995,72.6845625,8.551124999999999
346,4,2,72.6845625,0.0,76.96012499999999,4.2755624999999995
347,4,1,76.96012499999999,8.551124999999999,81.23568749999998,12.826687499999998
348,4,1,81.23568749999998,12.826687499999998,85.51124999999999,17.102249999999998
349,4,3,76.96012499999999,12.826687499999998,81.23568749999998,17.102249999999998
350,4,1,81.23568749999998,8.551124999999999,85.51124999999999,12.826687499999998
351,4,1,68.40899999999999,8.551124999999999,72.6845625,12.826687499999998
352,4,5,72.6845625,12.826687499999998,76.96012499999999,17.102249999999998
353,4,3,68.40899999999999,12.826687499999998,72.6845625,17.102249999999998
354,4,1,72.6845625,8.551124999999999,76.96012499999999,12.826687499999998
355,4,1,81.23568749999998,4.2755624999999995,85.51124999999999,8.551124999999999
356,4,3,76.96012499999999,4.2755624999999995,81.23568749999998,8.551124999999999
357,4,2,81.23568749999998,0.0,85.51124999999999,4.2755624999999995
358,4,2,85.51124999999999,17.102249999999998,89.7868125,21.377812499999997
359,4,1,89.7868125,21.377812499999997,94.06237499999999,25.653374999999997
360,4,4,85.51124999999999,21.377812499999997,89.7868125,25.653374999999997
361,4,2,89.7868125,17.102249999999998,94.06237499999999,21.377812499999997
362,4,3,94.06237499999999,25.653374999999997,98.33793749999998,29.928937499999996
363,4,4,98.33793749999998,29.928937499999996,102.61349999999999,34.204499999999996
364,4,6,94.06237499999999,29.928937499999996,98.33793749999998,34.204499999999996
365,4,2,98.33793749999998,25.653374999999997,102.61349999999999,29.928937499999996
366,4,6,85.51124999999999,25.653374999999997,89.7868125,29.928937499999996
367,4,3,89.7868125,29.928937499999996,94.06237499999999,34.204499999999996
368,4,3,85.51124999999999,29.928937499999996,89.7868125,34.204499999999996
369,4,6,89.7868125,25.653374999999997,94.06237499999999,29.928937499999996
370,4,2,94.06237499999999,17.102249999999998,98.33793749999998,21.377812499999997
371,4,1,98.33793749999998,21.377812499999997,102.61349999999999,25.653374999999997
